municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria,,
Madrid-Usera;04/05/2020 07:00;98;70,13;1338;957,49;79612
Madrid-Puente de Vallecas;04/05/2020 07:00;175;74,51;2904;1236,5;79613
Madrid-San Blas - Canillejas;04/05/2020 07:00;79;49,96;1379;872;79620
Madrid-Barajas;04/05/2020 07:00;17;34,73;411;839,72;79621
Madrid-Moratalaz;04/05/2020 07:00;75;79,31;1266;1338,69;79614
Madrid-Ciudad Lineal;04/05/2020 07:00;164;75,83;2111;976,03;79615
Madrid-Hortaleza;04/05/2020 07:00;95;50,48;1664;884,23;79616
Madrid-Villaverde;04/05/2020 07:00;104;69,82;1358;911,74;79617
Madrid-Villa de Vallecas;04/05/2020 07:00;44;39,87;1161;1051,96;79618
Madrid-Vicalvaro;04/05/2020 07:00;41;56,87;752;1043,13;79619
Pozuelo de Alarcón;04/05/2020 07:00;110;127,28;737;852,79;1150
Alcorcón;04/05/2020 07:00;127;74,48;1718;1007,54;72
Navalcarnero;04/05/2020 07:00;14;47,78;159;542,7;967
San Agustín del Guadalix;04/05/2020 07:00;;22,42;58;433,52;1296
Las Rozas de Madrid;04/05/2020 07:00;83;86,63;725;756,67;1277
Moraleja de Enmedio;04/05/2020 07:00;;38,94;25;486,76;894
Valdaracete;04/05/2020 07:00;;0;;821,02;1551
Pozuelo del Rey;04/05/2020 07:00;;0;;174,37;1163
Puebla de la Sierra;04/05/2020 07:00;;0;;0;1185,,
Perales de Tajuña;04/05/2020 07:00;;34,07;8;272,57;1104
Valdemorillo;04/05/2020 07:00;;31,95;46;367,47;1603
Navalafuente;04/05/2020 07:00;;0;6;414,08;941
Velilla de San Antonio;04/05/2020 07:00;;32,69;67;547,56;1678
Villanueva de la Cañada;04/05/2020 07:00;14;65,28;129;601,54;1760
Villanueva del Pardillo;04/05/2020 07:00;;29,1;83;483,12;1776
Villamantilla;04/05/2020 07:00;;0;7;485,77;1757
Villamanta;04/05/2020 07:00;;0;12;469,67;1744
Cabanillas de la Sierra;04/05/2020 07:00;;0;10;1322,75;297
Cenicientos;04/05/2020 07:00;6;295,13;25;1229,71;376
Puentes Viejas;04/05/2020 07:00;;0;;294,55;9020
Aranjuez;04/05/2020 07:00;19;31,88;437;733,14;133
Cercedilla;04/05/2020 07:00;8;113,86;101;1437,52;382
Santorcaz;04/05/2020 07:00;;0;7;790,07;1369
Coslada;04/05/2020 07:00;36;44,08;778;952,72;493
Morata de Tajuña;04/05/2020 07:00;6;78,09;95;1236,5;915
Robregordo;04/05/2020 07:00;;0;;0;1261,,
Navarredonda y San Mamés;04/05/2020 07:00;;0;;1550,39;973
Venturada;04/05/2020 07:00;;0;;138,7;1697
Navacerrada;04/05/2020 07:00;;100,94;17;572,01;936
Montejo de la Sierra;04/05/2020 07:00;;0;;283,29;881
Fresno de Torote;04/05/2020 07:00;;0;14;630,35;571
Pinilla del Valle;04/05/2020 07:00;;0;;0;1126,,
Valdemaqueda;04/05/2020 07:00;;128,04;;640,2;1599
Navas del Rey;04/05/2020 07:00;12;411,24;61;2090,47;992
Olmeda de las Fuentes;04/05/2020 07:00;;0;;862,07;1013
Bustarviejo;04/05/2020 07:00;;0;7;279,66;284
Becerril de la Sierra;04/05/2020 07:00;;52,5;30;525,03;186
Fuenlabrada;04/05/2020 07:00;108;55,76;1480;764,07;587
Garganta de los Montes;04/05/2020 07:00;;0;;288,18;626
Pinto;04/05/2020 07:00;27;51,4;247;470,24;1132
Alameda del Valle;04/05/2020 07:00;;0;;0;0035,,
Berzosa del Lozoya;04/05/2020 07:00;;0;;975,61;203
Los Santos de la Humosa;04/05/2020 07:00;;38,61;20;772,2;1375
El Álamo;04/05/2020 07:00;10;105,6;71;749,74;40
Pelayos de la Presa;04/05/2020 07:00;;0;16;616,33;1090
Galapagar;04/05/2020 07:00;46;136,33;241;714,24;611
Griñón;04/05/2020 07:00;;19,38;80;775,27;663
Gargantilla del Lozoya y Pinilla de Buitrago;04/05/2020 07:00;;0;;949,37;632
Aldea del Fresno;04/05/2020 07:00;;70,47;53;1867,51;88
Carabaña;04/05/2020 07:00;;49,75;13;646,77;357
Talamanca de Jarama;04/05/2020 07:00;;51,85;27;700,03;1454
Chapinería;04/05/2020 07:00;;0;6;257,73;513
Ciempozuelos;04/05/2020 07:00;16;65,06;215;874,27;409
Ajalvir;04/05/2020 07:00;;42,44;14;297,11;29
San Lorenzo de El Escorial;04/05/2020 07:00;16;87,1;128;696,83;1317
Gascones;04/05/2020 07:00;;0;;0;0647,,
San Martín de la Vega;04/05/2020 07:00;7;36,52;84;438,18;1322
Móstoles;04/05/2020 07:00;140;66,93;1924;919,76;920
Leganés;04/05/2020 07:00;134;70,58;2861;1506,89;745
Braojos;04/05/2020 07:00;;0;;975,61;246
Cubas de la Sagra;04/05/2020 07:00;;31,19;24;374,24;506
Algete;04/05/2020 07:00;;24,26;103;499,73;91
Mejorada del Campo;04/05/2020 07:00;7;30,08;173;743,32;843
Loeches;04/05/2020 07:00;;0;48;546,01;758
Parla;04/05/2020 07:00;45;34,58;718;551,78;1065
Fuentidueña de Tajo;04/05/2020 07:00;;48,71;17;828,06;604
Ambite;04/05/2020 07:00;;0;7;1182,43;112
Torremocha de Jarama;04/05/2020 07:00;;0;8;785,08;1533
Anchuelo;04/05/2020 07:00;;0;7;550,75;127
Los Molinos;04/05/2020 07:00;7;159,49;50;1139,21;875
Soto del Real;04/05/2020 07:00;;34,09;63;715,99;1441
Valverde de Alcalá;04/05/2020 07:00;;215,05;8;1720,43;1662
Fuente el Saz de Jarama;04/05/2020 07:00;;29,87;32;477,9;590
Horcajo de la Sierra-Aoslos;04/05/2020 07:00;;0;;2758,62;702
Valdeolmos-Alalpardo;04/05/2020 07:00;;24,18;11;265,96;1625
Campo Real;04/05/2020 07:00;;16,1;24;386,47;339
Valdeavero;04/05/2020 07:00;;0;8;514,8;1564
Villamanrique de Tajo;04/05/2020 07:00;;142,25;;568,99;1739
Cobeña;04/05/2020 07:00;;26,93;65;875,07;416
Fresnedillas de la Oliva;04/05/2020 07:00;;63,61;9;572,52;565
Valdilecha;04/05/2020 07:00;;34,09;17;579,61;1659
El Berrueco;04/05/2020 07:00;;0;8;1052,63;210
Pezuela de las Torres;04/05/2020 07:00;;0;;237,53;1111
Villar del Olmo;04/05/2020 07:00;;0;;198,91;1795
Guadarrama;04/05/2020 07:00;38;237,03;192;1197,6;685
San Martín de Valdeiglesias;04/05/2020 07:00;7;82,75;84;993,03;1338
Torrelodones;04/05/2020 07:00;80;337,31;248;1045,66;1527
Boadilla del Monte;04/05/2020 07:00;33;60,47;297;544,26;225
Torrejón de Velasco;04/05/2020 07:00;;45,64;20;456,41;1505
Villanueva de Perales;04/05/2020 07:00;;0;;319,9;1782
Tielmes;04/05/2020 07:00;;75,47;33;1245,28;1467
San Sebastián de los Reyes;04/05/2020 07:00;33;36,96;465;520,86;1343
Guadalix de la Sierra;04/05/2020 07:00;;32,19;36;579,34;679
Humanes de Madrid;04/05/2020 07:00;8;40,52;105;531,83;730
Chinchón;04/05/2020 07:00;;18,76;25;468,96;528
Cadalso de los Vidrios;04/05/2020 07:00;;32,91;8;263,24;318
Hoyo de Manzanares;04/05/2020 07:00;8;94,85;33;391,27;724
Torrejón de la Calzada;04/05/2020 07:00;;11,27;37;417,04;1492
Estremera;04/05/2020 07:00;;79,37;9;714,29;552
Corpa;04/05/2020 07:00;;0;6;841,51;480
Meco;04/05/2020 07:00;;6,99;126;880,81;838
Madarcos;04/05/2020 07:00;;0;;0;0783,,
Zarzalejo;04/05/2020 07:00;;60,31;22;1326,9;1837
Arganda del Rey;04/05/2020 07:00;19;34,3;330;595,79;148
Collado Mediano;04/05/2020 07:00;;43,12;31;445,53;468
Daganzo de Arriba;04/05/2020 07:00;;0;39;382,17;534
Manzanares El Real;04/05/2020 07:00;;33,94;37;418,55;822
Buitrago del Lozoya;04/05/2020 07:00;;53,08;15;796,18;278
Valdelaguna;04/05/2020 07:00;;0;;106,72;1570
Valdepiélagos;04/05/2020 07:00;;0;;0;1631,,
Casarrubuelos;04/05/2020 07:00;;0;10;264,69;360
Miraflores de la Sierra;04/05/2020 07:00;;65,49;35;573,02;856
Paracuellos de Jarama;04/05/2020 07:00;;11,87;69;273,06;1049
El Vellón;04/05/2020 07:00;;51,07;13;663,94;1684
Lozoya;04/05/2020 07:00;;0;;172,12;761
Collado Villalba;04/05/2020 07:00;65;102,07;464;728,65;474
Colmenarejo;04/05/2020 07:00;7;76,67;42;460,02;442
Villavieja del Lozoya;04/05/2020 07:00;;0;;0;1821,,
Prádena del Rincón;04/05/2020 07:00;;0;;0;1179,,
La Cabrera;04/05/2020 07:00;;0;11;412,45;301
Sevilla la Nueva;04/05/2020 07:00;42;450,74;123;1320,03;1415
La Acebeda;04/05/2020 07:00;;0;;0;0014,,
Redueña;04/05/2020 07:00;;0;;769,23;1219
Robledillo de la Jara;04/05/2020 07:00;;0;;1250;1245,,
La Serna del Monte;04/05/2020 07:00;;0;;0;1381,,
Colmenar de Oreja;04/05/2020 07:00;;37,35;25;311,25;437
Rozas de Puerto Real;04/05/2020 07:00;;0;;566,04;1283
Valdemanco;04/05/2020 07:00;;0;;109,41;1586
Brunete;04/05/2020 07:00;10;93,14;73;679,96;262
Titulcia;04/05/2020 07:00;;0;8;609,29;1473
Villa del Prado;04/05/2020 07:00;8;122,7;114;1748,47;1718
Lozoyuela-Navas-Sieteiglesias;04/05/2020 07:00;;0;;230,95;9015
Quijorna;04/05/2020 07:00;;29,08;22;639,72;1198
Valdemoro;04/05/2020 07:00;32;42,11;743;977,85;1610
Tres Cantos;04/05/2020 07:00;26;54,48;338;708,27;9036
Torrelaguna;04/05/2020 07:00;;63,03;18;378,15;1512
Rivas-Vaciamadrid;04/05/2020 07:00;23;26,09;532;603,52;1230
El Atazar;04/05/2020 07:00;;0;;0;0164,,
Pedrezuela;04/05/2020 07:00;;50,92;25;424,3;1087
Santa María de la Alameda;04/05/2020 07:00;;398,72;6;478,47;1356
Horcajuelo de la Sierra;04/05/2020 07:00;;0;;0;0719,,
Arroyomolinos;04/05/2020 07:00;8;25,48;158;503,25;151
Moralzarzal;04/05/2020 07:00;;23,03;68;522,03;908
Canencia;04/05/2020 07:00;;223,71;;447,43;344
Villarejo de Salvanés;04/05/2020 07:00;;13,63;34;463,53;1809
Serranillos del Valle;04/05/2020 07:00;;120,05;31;744,3;1408
Madrid-Centro;27/04/2020 07:00;224;166,11;1062;787,55;79601
Madrid-Arganzuela;27/04/2020 07:00;243;157,99;1458;947,97;79602
Madrid-Chamartin;27/04/2020 07:00;227;155,64;1451;994,86;79605
Belmonte de Tajo;15/03/2020 07:00;;0;;0;0199,,
Colmenar Viejo;04/05/2020 07:00;33;65,02;362;713,27;455
San Fernando de Henares;04/05/2020 07:00;18;45,65;405;1027,08;1300
Villalbilla;04/05/2020 07:00;;0;88;634,1;1723
El Escorial;04/05/2020 07:00;17;105,19;97;600,17;549
Colmenar del Arroyo;04/05/2020 07:00;42;2434,78;48;2782,61;421
Torrejón de Ardoz;04/05/2020 07:00;40;30,45;942;717,03;1489
Piñuécar-Gandullas;04/05/2020 07:00;;0;;0;1147,,
Brea de Tajo;04/05/2020 07:00;;0;;954,2;259
El Molar;04/05/2020 07:00;;33,56;35;391,59;869
Belmonte de Tajo;04/05/2020 07:00;;60,1;;300,48;199
Torres de la Alameda;04/05/2020 07:00;;38,57;75;964,13;1548
Somosierra;04/05/2020 07:00;;0;;1162,79;1436
Alpedrete;04/05/2020 07:00;36;247;138;946,83;105
Orusco de Tajuña;04/05/2020 07:00;;0;17;1366,56;1028
Colmenar de Oreja;30/04/2020 07:00;;37,35;25;311,25;437
Rozas de Puerto Real;30/04/2020 07:00;;188,68;;566,04;1283
Valdemanco;30/04/2020 07:00;;0;;109,41;1586
Brunete;30/04/2020 07:00;14;130,4;74;689,27;262
Titulcia;30/04/2020 07:00;;0;7;533,13;1473
Villa del Prado;30/04/2020 07:00;15;230,06;113;1733,13;1718
Lozoyuela-Navas-Sieteiglesias;30/04/2020 07:00;;0;;230,95;9015
Quijorna;30/04/2020 07:00;;145,39;22;639,72;1198
Valdemoro;30/04/2020 07:00;44;57,91;717;943,63;1610
Tres Cantos;30/04/2020 07:00;36;75,44;335;701,98;9036
Torrelaguna;30/04/2020 07:00;;63,03;18;378,15;1512
Rivas-Vaciamadrid;30/04/2020 07:00;32;36,3;527;597,84;1230
Madrid-Vicalvaro;03/05/2020 07:00;42;58,26;753;1044,51;79619
Pozuelo de Alarcón;03/05/2020 07:00;110;127,28;735;850,48;1150
Alcorcón;03/05/2020 07:00;131;76,83;1715;1005,78;72
Navalcarnero;03/05/2020 07:00;13;44,37;158;539,29;967
San Agustín del Guadalix;03/05/2020 07:00;;22,42;58;433,52;1296
Las Rozas de Madrid;03/05/2020 07:00;84;87,67;723;754,59;1277
Moraleja de Enmedio;03/05/2020 07:00;;38,94;25;486,76;894
Valdaracete;03/05/2020 07:00;;0;;821,02;1551
Pozuelo del Rey;03/05/2020 07:00;;0;;174,37;1163
Puebla de la Sierra;03/05/2020 07:00;;0;;0;1185,,
Perales de Tajuña;03/05/2020 07:00;;34,07;8;272,57;1104
Valdemorillo;03/05/2020 07:00;;31,95;46;367,47;1603
Navalafuente;03/05/2020 07:00;;0;6;414,08;941
Velilla de San Antonio;03/05/2020 07:00;;32,69;67;547,56;1678
Villanueva de la Cañada;03/05/2020 07:00;15;69,95;129;601,54;1760
Villanueva del Pardillo;03/05/2020 07:00;;29,1;83;483,12;1776
Nuevo Baztán;03/05/2020 07:00;;31,87;28;446,14;1006
Villamantilla;03/05/2020 07:00;;0;7;485,77;1757
Villamanta;03/05/2020 07:00;;39,14;12;469,67;1744
Cabanillas de la Sierra;03/05/2020 07:00;;0;10;1322,75;297
Cenicientos;03/05/2020 07:00;6;295,13;25;1229,71;376
Puentes Viejas;03/05/2020 07:00;;0;;294,55;9020
Aranjuez;03/05/2020 07:00;22;36,91;437;733,14;133
Cercedilla;03/05/2020 07:00;7;99,63;100;1423,28;382
Santorcaz;03/05/2020 07:00;;0;7;790,07;1369
Coslada;03/05/2020 07:00;40;48,98;778;952,72;493
Morata de Tajuña;03/05/2020 07:00;6;78,09;95;1236,5;915
Robregordo;03/05/2020 07:00;;0;;0;1261,,
Navarredonda y San Mamés;03/05/2020 07:00;;0;;1550,39;973
Venturada;03/05/2020 07:00;;0;;138,7;1697
Navacerrada;03/05/2020 07:00;;100,94;17;572,01;936
Montejo de la Sierra;03/05/2020 07:00;;0;;283,29;881
Fresno de Torote;03/05/2020 07:00;;0;14;630,35;571
Valdemaqueda;03/05/2020 07:00;;128,04;;640,2;1599
Navas del Rey;03/05/2020 07:00;15;514,05;61;2090,47;992
Olmeda de las Fuentes;03/05/2020 07:00;;0;;862,07;1013
Bustarviejo;03/05/2020 07:00;;0;7;279,66;284
Becerril de la Sierra;03/05/2020 07:00;;52,5;30;525,03;186
Fuenlabrada;03/05/2020 07:00;109;56,27;1479;763,55;587
La Serna del Monte;01/05/2020 07:00;;0;;0;1381,,
Garganta de los Montes;03/05/2020 07:00;;0;;288,18;626
Pinto;03/05/2020 07:00;29;55,21;247;470,24;1132
Alameda del Valle;03/05/2020 07:00;;0;;0;0035,,
Berzosa del Lozoya;03/05/2020 07:00;;0;;975,61;203
Los Santos de la Humosa;03/05/2020 07:00;;38,61;20;772,2;1375
El Álamo;03/05/2020 07:00;11;116,16;71;749,74;40
Pelayos de la Presa;03/05/2020 07:00;;0;16;616,33;1090
Galapagar;03/05/2020 07:00;47;139,29;240;711,28;611
Griñón;03/05/2020 07:00;;19,38;80;775,27;663
Gargantilla del Lozoya y Pinilla de Buitrago;03/05/2020 07:00;;0;;949,37;632
Aldea del Fresno;03/05/2020 07:00;;70,47;53;1867,51;88
Carabaña;03/05/2020 07:00;;49,75;13;646,77;357
Talamanca de Jarama;03/05/2020 07:00;;51,85;27;700,03;1454
Chapinería;03/05/2020 07:00;;0;6;257,73;513
Ciempozuelos;03/05/2020 07:00;17;69,13;209;849,87;409
Ajalvir;03/05/2020 07:00;;42,44;14;297,11;29
San Lorenzo de El Escorial;03/05/2020 07:00;16;87,1;128;696,83;1317
Gascones;03/05/2020 07:00;;0;;0;0647,,
San Martín de la Vega;03/05/2020 07:00;8;41,73;84;438,18;1322
Móstoles;03/05/2020 07:00;143;68,36;1923;919,29;920
Leganés;03/05/2020 07:00;139;73,21;2860;1506,37;745
Braojos;03/05/2020 07:00;;0;;975,61;246
Cubas de la Sagra;03/05/2020 07:00;;46,78;24;374,24;506
Algete;03/05/2020 07:00;;24,26;103;499,73;91
Mejorada del Campo;03/05/2020 07:00;7;30,08;173;743,32;843
Loeches;03/05/2020 07:00;;0;48;546,01;758
Parla;03/05/2020 07:00;47;36,12;717;551,01;1065
El Molar;03/05/2020 07:00;;44,75;35;391,59;869
Fuentidueña de Tajo;03/05/2020 07:00;;48,71;17;828,06;604
Ambite;03/05/2020 07:00;;0;7;1182,43;112
Torremocha de Jarama;03/05/2020 07:00;;0;8;785,08;1533
Anchuelo;03/05/2020 07:00;;0;7;550,75;127
Los Molinos;03/05/2020 07:00;8;182,27;50;1139,21;875
Pinilla del Valle;29/04/2020 07:00;;0;;0;1126,,
Soto del Real;03/05/2020 07:00;;56,82;63;715,99;1441
Valverde de Alcalá;03/05/2020 07:00;;215,05;8;1720,43;1662
Fuente el Saz de Jarama;03/05/2020 07:00;;29,87;32;477,9;590
Horcajo de la Sierra-Aoslos;03/05/2020 07:00;;0;;2758,62;702
Valdeolmos-Alalpardo;03/05/2020 07:00;;24,18;11;265,96;1625
Campo Real;03/05/2020 07:00;;16,1;24;386,47;339
Valdeavero;03/05/2020 07:00;;0;8;514,8;1564
Villamanrique de Tajo;03/05/2020 07:00;;142,25;;568,99;1739
Cobeña;03/05/2020 07:00;;26,93;65;875,07;416
Fresnedillas de la Oliva;03/05/2020 07:00;;63,61;9;572,52;565
Valdilecha;03/05/2020 07:00;;34,09;17;579,61;1659
El Berrueco;03/05/2020 07:00;;0;8;1052,63;210
Pezuela de las Torres;03/05/2020 07:00;;0;;237,53;1111
Villar del Olmo;03/05/2020 07:00;;0;;198,91;1795
Guadarrama;03/05/2020 07:00;39;243,26;187;1166,42;685
San Martín de Valdeiglesias;03/05/2020 07:00;7;82,75;83;981,2;1338
Torrelodones;03/05/2020 07:00;82;345,74;248;1045,66;1527
Boadilla del Monte;03/05/2020 07:00;33;60,47;297;544,26;225
Torrejón de Velasco;03/05/2020 07:00;;45,64;19;433,59;1505
Villanueva de Perales;03/05/2020 07:00;;0;;319,9;1782
Tielmes;03/05/2020 07:00;;113,21;33;1245,28;1467
San Sebastián de los Reyes;03/05/2020 07:00;33;36,96;465;520,86;1343
Guadalix de la Sierra;03/05/2020 07:00;;32,19;36;579,34;679
Humanes de Madrid;03/05/2020 07:00;8;40,52;105;531,83;730
Chinchón;03/05/2020 07:00;;37,52;25;468,96;528
Cadalso de los Vidrios;03/05/2020 07:00;;32,91;8;263,24;318
Hoyo de Manzanares;03/05/2020 07:00;8;94,85;33;391,27;724
Torrejón de la Calzada;03/05/2020 07:00;;11,27;37;417,04;1492
Estremera;03/05/2020 07:00;;79,37;9;714,29;552
Corpa;03/05/2020 07:00;;0;6;841,51;480
Meco;03/05/2020 07:00;;6,99;126;880,81;838
Madarcos;03/05/2020 07:00;;0;;0;0783,,
Zarzalejo;03/05/2020 07:00;;120,63;22;1326,9;1837
Arganda del Rey;03/05/2020 07:00;18;32,5;329;593,98;148
Collado Mediano;03/05/2020 07:00;;43,12;31;445,53;468
Daganzo de Arriba;03/05/2020 07:00;;0;39;382,17;534
Manzanares El Real;03/05/2020 07:00;;33,94;37;418,55;822
Buitrago del Lozoya;03/05/2020 07:00;;53,08;15;796,18;278
Valdelaguna;03/05/2020 07:00;;0;;106,72;1570
Valdepiélagos;03/05/2020 07:00;;0;;0;1631,,
Casarrubuelos;03/05/2020 07:00;;0;10;264,69;360
Miraflores de la Sierra;03/05/2020 07:00;;65,49;35;573,02;856
Paracuellos de Jarama;03/05/2020 07:00;;11,87;69;273,06;1049
El Vellón;03/05/2020 07:00;;51,07;13;663,94;1684
Lozoya;03/05/2020 07:00;;0;;172,12;761
Collado Villalba;03/05/2020 07:00;67;105,22;464;728,65;474
Colmenarejo;03/05/2020 07:00;7;76,67;42;460,02;442
Villavieja del Lozoya;03/05/2020 07:00;;0;;0;1821,,
Prádena del Rincón;03/05/2020 07:00;;0;;0;1179,,
La Cabrera;03/05/2020 07:00;;0;11;412,45;301
Sevilla la Nueva;03/05/2020 07:00;43;461,47;123;1320,03;1415
La Acebeda;03/05/2020 07:00;;0;;0;0014,,
Redueña;03/05/2020 07:00;;0;;769,23;1219
Robledillo de la Jara;03/05/2020 07:00;;0;;1250;1245,,
La Serna del Monte;03/05/2020 07:00;;0;;0;1381,,
Colmenar de Oreja;03/05/2020 07:00;;37,35;25;311,25;437
Rozas de Puerto Real;03/05/2020 07:00;;0;;566,04;1283
Valdemanco;03/05/2020 07:00;;0;;109,41;1586
Brunete;03/05/2020 07:00;10;93,14;73;679,96;262
Titulcia;03/05/2020 07:00;;0;8;609,29;1473
Villa del Prado;03/05/2020 07:00;8;122,7;114;1748,47;1718
Lozoyuela-Navas-Sieteiglesias;03/05/2020 07:00;;0;;230,95;9015
Quijorna;03/05/2020 07:00;;29,08;22;639,72;1198
Valdemoro;03/05/2020 07:00;33;43,43;735;967,32;1610
Tres Cantos;03/05/2020 07:00;28;58,67;337;706,17;9036
Torrelaguna;03/05/2020 07:00;;63,03;18;378,15;1512
Rivas-Vaciamadrid;03/05/2020 07:00;23;26,09;532;603,52;1230
El Atazar;03/05/2020 07:00;;0;;0;0164,,
Pedrezuela;03/05/2020 07:00;;50,92;25;424,3;1087
Santa María de la Alameda;03/05/2020 07:00;;398,72;6;478,47;1356
Horcajuelo de la Sierra;03/05/2020 07:00;;0;;0;0719,,
Arroyomolinos;03/05/2020 07:00;8;25,48;158;503,25;151
Moralzarzal;03/05/2020 07:00;;23,03;68;522,03;908
Canencia;03/05/2020 07:00;;223,71;;447,43;344
Villarejo de Salvanés;03/05/2020 07:00;;13,63;34;463,53;1809
Serranillos del Valle;03/05/2020 07:00;;120,05;31;744,3;1408
Villaviciosa de Odón;03/05/2020 07:00;14;50,3;190;682,59;1816
Camarma de Esteruelas;03/05/2020 07:00;;27,26;42;572,52;323
Robledo de Chavela;03/05/2020 07:00;;23,42;22;515,22;1258
Patones;03/05/2020 07:00;;184,84;6;1109,06;1071
Navalagamella;03/05/2020 07:00;;0;6;229,89;954
Rascafría;03/05/2020 07:00;;0;;300,48;1202
El Boalo;03/05/2020 07:00;8;106,55;39;519,45;231
Majadahonda;03/05/2020 07:00;60;83,54;526;732,33;800
Batres;03/05/2020 07:00;;0;8;475,06;170
Alcobendas;03/05/2020 07:00;58;49,56;705;602,36;66
Alcalá de Henares;03/05/2020 07:00;61;31,18;2281;1165,86;53
Colmenar Viejo;03/05/2020 07:00;34;66,99;362;713,27;455
San Fernando de Henares;03/05/2020 07:00;15;38,04;403;1022,01;1300
Villalbilla;03/05/2020 07:00;;0;87;626,89;1723
El Escorial;03/05/2020 07:00;20;123,75;97;600,17;549
Colmenar del Arroyo;03/05/2020 07:00;;173,91;8;463,77;421
Torrejón de Ardoz;03/05/2020 07:00;43;32,73;941;716,26;1489
Piñuécar-Gandullas;03/05/2020 07:00;;0;;0;1147,,
Brea de Tajo;03/05/2020 07:00;;0;;954,2;259
Belmonte de Tajo;03/05/2020 07:00;;60,1;;300,48;199
Torres de la Alameda;03/05/2020 07:00;;38,57;75;964,13;1548
Somosierra;03/05/2020 07:00;;0;;1162,79;1436
Alpedrete;03/05/2020 07:00;36;247;137;939,97;105
Orusco de Tajuña;03/05/2020 07:00;;0;17;1366,56;1028
La Hiruela;03/05/2020 07:00;;0;;1754,39;698
Cervera de Buitrago;03/05/2020 07:00;;0;;2000;0395,,
Getafe;03/05/2020 07:00;90;49,08;1216;663,13;650
Ribatejada;03/05/2020 07:00;;127,71;;255,43;1224
Villaconejos;03/05/2020 07:00;;0;8;236,13;1701
Valdetorres de Jarama;03/05/2020 07:00;;0;16;355,79;1646
Madrid-Retiro;02/05/2020 07:00;108;97,15;1361;1224,21;79603
Madrid-Salamanca;02/05/2020 07:00;112;71,18;1548;983,85;79604
Madrid-Centro;02/05/2020 07:00;117;82,26;1109;779,73;79601
Madrid-Arganzuela;02/05/2020 07:00;130;72,87;1501;841,36;79602
Madrid-Chamartin;02/05/2020 07:00;128;87,14;1527;1039,59;79605
Madrid-Tetuan;02/05/2020 07:00;144;88,09;2044;1250,32;79606
Madrid-Chamberi;02/05/2020 07:00;154;103,72;1453;978,57;79607
Madrid-Fuencarral-El Pardo;02/05/2020 07:00;160;71,26;2796;1245,21;79608
Madrid-Moncloa-Aravaca;02/05/2020 07:00;127;100,09;1259;992,24;79609
Madrid-Latina;02/05/2020 07:00;232;92,96;2605;1043,79;79610
Madrid-Carabanchel;02/05/2020 07:00;225;91,31;2509;1018,19;79611
Madrid-Usera;02/05/2020 07:00;107;72,08;1333;897,93;79612
Madrid-Puente de Vallecas;02/05/2020 07:00;194;75,86;2899;1133,6;79613
Madrid-San Blas - Canillejas;02/05/2020 07:00;89;64,09;1378;992,26;79620
Madrid-Barajas;02/05/2020 07:00;21;39,86;411;780,17;79621
Madrid-Moratalaz;02/05/2020 07:00;86;88,32;1264;1298,06;79614
Madrid-Ciudad Lineal;02/05/2020 07:00;183;69,15;2106;795,75;79615
Madrid-Hortaleza;02/05/2020 07:00;112;53,01;1665;788,07;79616
Madrid-Villaverde;02/05/2020 07:00;119;74,82;1356;852,6;79617
Madrid-Villa de Vallecas;02/05/2020 07:00;48;45,02;1159;1086,95;79618
Madrid-Vicalvaro;02/05/2020 07:00;43;59,82;751;1044,68;79619
Pozuelo de Alarcón;02/05/2020 07:00;125;141,56;734;831,26;1150
Alcorcón;02/05/2020 07:00;138;78,93;1711;978,6;72
Navalcarnero;02/05/2020 07:00;12;42,51;156;552,62;967
San Agustín del Guadalix;02/05/2020 07:00;;20,6;57;391,4;1296
Las Rozas de Madrid;02/05/2020 07:00;91;94,94;722;753,28;1277
Moraleja de Enmedio;02/05/2020 07:00;;56,01;25;466,77;894
Valdaracete;02/05/2020 07:00;;0;;823,72;1551
Pozuelo del Rey;02/05/2020 07:00;;0;;404,04;1163
Puebla de la Sierra;02/05/2020 07:00;;0;;0;1185,,
Perales de Tajuña;02/05/2020 07:00;;26,86;8;214,88;1104
Valdemorillo;02/05/2020 07:00;6;49,5;46;379,51;1603
Navalafuente;02/05/2020 07:00;;125,94;6;755,67;941
Velilla de San Antonio;02/05/2020 07:00;;40,02;67;536,3;1678
Villanueva de la Cañada;02/05/2020 07:00;17;69,72;129;529,04;1760
Valdeavero;25/04/2020 07:00;;0;7;450,45;1564
Villamanrique de Tajo;25/04/2020 07:00;;142,25;;426,74;1739
Cobeña;25/04/2020 07:00;34;457,73;65;875,07;416
Fresnedillas de la Oliva;25/04/2020 07:00;;318,07;8;508,91;565
Valdilecha;25/04/2020 07:00;;136,38;17;579,61;1659
El Berrueco;25/04/2020 07:00;;0;8;1052,63;210
Pezuela de las Torres;25/04/2020 07:00;;0;;237,53;1111
Villar del Olmo;25/04/2020 07:00;;0;;198,91;1795
Guadarrama;25/04/2020 07:00;74;461,58;168;1047,9;685
San Martín de Valdeiglesias;25/04/2020 07:00;19;224,61;74;874,81;1338
Torrelodones;25/04/2020 07:00;64;269,85;176;742,08;1527
